Latitude,Longitude,FacilityName,Street,City,County,State,ZIPCode,ParentName,StandardizedParentCompany,NAICS1
40.716651,-74.151267,ENGELHARD CORP NEWARK,429 DELANCY ST,NEWARK,ESSEX,NJ,7105,ENGELHARD CORP,,211112
40.71751,-73.42012,ATOMERGIC CHEMETALS CORP,91 CAROLYN BLVD,FARMINGDALE,SUFFOLK,NY,11735,NA,,211112
43.08288,-79.04129,STANDARD OIL ENGINEERING MATERIALS CO,BUFFALO AVE,NIAGARA FALLS,NIAGARA,NY,14303,BP AMERICA INC,,211112
41.4024,-75.715,DOMINION AIRTECH LLC,398 S KEYSER AVE,TAYLOR,LACKAWANNA,PA,18517,NA,,211111
40.01672,-75.3195,CHEMALLOY COMPANY INC,996 RAILROAD AVE,BRYN MAWR,DELAWARE,PA,19010,NA,,211112
33.290556,-81.648889,US DOE SAVANNAH RIVER SITE-SAVANNAH RIVER REMEDIATION CO,BUILDING 766-H ROOM 2308,AIKEN,AIKEN,SC,29808,AECOM,AECOM,211112
33.45226,-81.9292,TENNESSEE CHEMICAL CO,COLUMBIA NITROGEN  RD,AUGUSTA,RICHMOND,GA,30903,NA,,211112
32.0774,-81.08181,EAST COAST TERMINAL,HARBOR ST,SAVANNAH,CHATHAM,GA,31402,ALCAN ALUMINUM CORP,,211112
31.061148,-87.241152,FLOMATON TREATING FACILITY,4704 WOLF LOG RD,FLOMATON,ESCAMBIA,AL,36441,ESCAMBIA OPERATING CO LLC,EAGLE ROCK FIELD SERVICES LP,211112
31.071769,-87.363442,BIG ESCAMBIA CREEK GAS PLANT,3888 SARDIS CHURCH RD,ATMORE,ESCAMBIA,AL,36502,ESCAMBIA OPERATING CO LLC,ESCAMBIA OPERATING CO LLC,211130
37.8125,-87.65,HENDERSON COUNTY RIVERPORT AUTHORITY,RTE 2 HWY 136,HENDERSON,HENDERSON,KY,42420,ALCAN ALUMINUM CORP,,211112
41.737601,-86.831043,REXFORD RAND CORP.,114 ANCHOR RD.,MICHIGAN CITY,LAPORTE,IN,46360,NA,,211112
42.9178,-85.7475,ORGANIC CHEMICALS INC,"3291 CHICAGO DR, SW",GRANDVILLE,KENT,MI,49418,NA,,211112
41.806309,-90.239103,VERTEX CHEMICAL CORP,HWY 30 W,DE WITT,CLINTON,IA,52742,VERTEX CHEMICAL CORP,,211112
43.02323,-87.90862,HYDRITE CHEMICAL CO,229 NATL AVE,MILWAUKEE,MILWAUKEE,WI,53204,HYDRITE CHEMICAL CO,,211112
44.994126,-92.758605,JONES CHEMICALS INC,MONROE ST N,HUDSON,ST. CROIX ISLAND,WI,54016,NA,,211112
47.82674,-103.208236,KOCH HYDROCARBON CO MCKENZIE GAS PLANT,16 MILES SE OF SIDNEY MONTANA,WATFORD CITY,MCKENZIE,ND,58854,KOCH INDUSTRIES INC,,211112
46.89413,-114.0272,THATCHER CO OF MONTANA,3200 RASER DR,MISSOULA,MISSOULA,MT,59801,THATCHER CO,,211112
40.719994,-116.090673,THATCHER CO OF NEVADA,FRONTAGE RD E OF CARLIN,CARLIN,CLARK,NV,59822,THATCHER CO,,211112
42.14656,-87.86503,EMERSON & CUMING INC,3450 COMMERCIAL AVE,NORTHBROOK,COOK,IL,60062,W R GRACE & CO,,211112
41.5598,-88.08851,ALCAN ALCAN POWDERS & PIGMENT DIV,N BROADWAY,JOLIET,WILL,IL,60434,ALCAN ALUMINUM CORP,,211112
30.01418,-90.40521,NORCO FRACTIONATION PLANT,15608 AIRLINE HWY.,NORCO,ST CHARLES PARISH,LA,70079,ENTERPRISE PRODS GP LLC,,211112
30.010358,-91.106768,KOCH HYDROCARBON S.E. INC. PROMIX L.L.C.,6225 HWY. 996,BELLE ROSE,ASSUMPTION PARISH,LA,70341,KOCH INDUSTRIESS INC,,211112
30.241733,-93.276627,JUPITER CHEMICALS INC.,SOUTHERLAND RD.,WESTLAKE,CALCASIEU PARISH,LA,70669,TESSENDERLO KERLEY INC,,211112
32.709694,-93.307138,ASSOCIATED NATURAL GAS INC. MINDEN PLANT,11 MILES N. ON U.S. HWY. 159,MINDEN,WEBSTER PARISH,LA,71055,ASSOCIATED NATURAL GAS INC,,211112
33.263312,-93.31534,DOW CHEMICAL CO,HWY 132 S,MAGNOLIA,COLUMBIA,AR,71753,DOW CHEMICAL CO,,211112
33.008575,-95.220996,NEW HOPE PLANT,RTE 1 BOX 36-A8,SCROGGINS,FRANKLIN,TX,75480,TEXACO PRODUCING INC,,211112
32.71675,-94.94512,CHEMICAL SPECIALTIES INC,INDUSTRIAL BLVD,GILMER,UPSHUR,TX,75644,LAPORTE INC,,211112
31.910878,-96.220224,AKER SULFUR RECOVERY PLANT,PO BOX 128,STREETMAN,FREESTONE,TX,75859,TEXACO PRODUCING INC,,211112
31.190833,-102.989444,TONKAWA GAS PROCESSING CO COYANOSA PLANT,8 M SOUTH OF COYANOSA,COYANOSA,PECOS,TX,79730,TEXAS OIL & GAS CORP,,211112
29.76546,-95.19561,"WALTON & SON STEVEDORING, & CONTRACTING CO",13020 SARAH'S LN,HOUSTON,HARRIS,TX,77213,ALCAN ALUMINUM CORP,,211112
29.843056,-94.895278,TARGA MIDSTREAM SERVICES LLC-MONT BELVIEU,10319 HWY 146,MONT BELVIEU,CHAMBERS,TX,77580,TARGA RESOURCES INC,TARGA RESOURCES INC,211112
35.962884,-101.815293,ETC TEXAS PIPELINE LTD SUNRAY GAS PLANT,11571 TEXAS BEEF RD,SUNRAY,MOORE,TX,79086,ENERGY TRANSFER EQUITY LP,ENERGY TRANSFER,211130
33.550192,-102.517605,"MAPLE GAS CORP, LEVELLAND PLANT","LEAGUE 43 LABORS 14 & 15, RAINS COUNTY SCHOOL LAND",LEVELLAND,HOCKLEY,TX,79336,NA,,211112
32.4283,-102.8069,FULLERTON GAS PLANT,14 MILES W OF ANDREWS TX ON HWY 176 THEN N ON HWY,ANDREWS,ANDREWS,TX,79714,DCP MIDSTREAM LLC,DCP MIDSTREAM LLC,211130
31.190833,-102.989444,COYANOSA GAS PLANT,4259 MOBILE PLANT RD,COYANOSA,PECOS,TX,79730,ETC TEXAS PIPELINE LTD,ETC TEXAS PIPELINE LTD,211130
31.947042,-103.043131,KEYSTONE GAS PLANT,6297 COUNTY RD 301,KERMIT,WINKLER,TX,79745,ENERGY TRANSFER PARTNERS LP,ENERGY TRANSFER PARTNERS LP,211112
31.980571,-102.634331,DCP GOLDSMITH PLANT,1 MILE WEST OF GOLDSMITH ON HWY 158,GOLDSMITH,ECTOR,TX,79741,DCP MIDSTREAM LLC,DCP MIDSTREAM LLC,211130
32.509993,-103.275708,EUNICE PLANT,136 STATE HWY 175,OIL CENTER,LEA,NM,88240,DCP MIDSTREAM LLC,DCP MIDSTREAM LLC,211130
32.173652,-103.17408,JAL 3 GAS PLANT,115 SID RICHARDSON RD,JAL,LEA,NM,88252,ENERGY TRANSFER PARTNERS LP,ENERGY TRANSFER,211130
34.060813,-117.640016,MONSANTO CO,810 E MAIN ST,ONTARIO,SAN BERNARDINO,CA,91761,MONSANTO CO,,211112
32.775465,-117.02346,PHOENIX RESEARCH CORP,8075 ALVARADO RD,LA MESA,SAN DIEGO,CA,92042,UNION CARBIDE CORP,,211112
32.70407,-117.14804,HILL BROTHERS CHEMICAL CO,1680 LOGAN AVE,SAN DIEGO,SAN DIEGO,CA,92113,NA,,211112
35.23893,-119.35951,US DOE NAVAL PETROLEUM RESERVES,28590 HWY 119,TUPMAN,KERN,CA,93276,US DEPARTMENT OF ENERGY,,211111
18.3944,-66.2976,ARGOS PUERTO RICO CORP,KM 26.7 STATE HWY #2,DORADO,DORADO MUNICIPIO,PR,646,NA,NA,212399
42.867524,-71.091447,TORROMEO INDUSTRIES INC,18 DORRE ROAD,KINGSTON,ROCKINGHAM,NH,3848,TORROMEO INDUSTRIES INC,TORROMEO INDUSTRIES INC,212319
41.55606,-72.75641,SUZIO YORK HILL COS,975 WESTFIELD RD,MERIDEN,NEW HAVEN,CT,6450,NA,NA,212311
40.449722,-74.707222,3M CO BELLE MEAD,SOMERSET COUNTY RTE 601,BELLE MEAD,SOMERSET,NJ,8502,3M CO,,212313
41.95491,-73.9749,CALLANAN INDUSTRIES INC EAST KINGSTON FACILITY,677 FLATBUSH RD STATE RT 32,KINGSTON,ULSTER,NY,12401,CRH AMERICAS INC,CRH AMERICAS INC,212312
44.508833,-75.032917,ZINC CORPORATION OF AMERICA MINES INC PIERREPONT MINE,5398 COUNTY RTE 24,CANTON,ST LAWRENCE,NY,13617,HORSEHEAD INDUSTRIES INC,,212231
44.30206,-75.32299,ZINC CORPORATION OF AMERICA  MINES INC HYATT MINE,124 COLE RD,EDWARDS,ST LAWRENCE,NY,13635,HORSEHEAD RESOURCE DEVELOPMENT CO INC,,212231
44.265028,-75.408139,ST LAWRENCE ZINC CO BALMAT 4 MINE & MILL,408 SYLVIA LAKE RD,GOUVERNEUR,ST LAWRENCE,NY,13642,NA,NA,212230
44.256987,-75.398265,VANDERBILT MINERALS LLC - GOUVERNEUR MINERALS DIV,1837 STATE HIGHWAY 812,GOUVERNEUR,ST LAWRENCE,NY,13642,RT VANDERBILT HOLDING CO INC,RT VANDERBILT HOLDING CO INC,212399
43.127921,-79.038616,TAM CERAMICS INC.,4511 HYDE PARK BLVD,NIAGARA FALLS,NIAGARA,NY,14305,ALL-AMERICAN HOLDINGS LLC,,212325
42.383322,-76.864083,CARGILL INC SALT DIV,518 E 4TH ST,WATKINS GLEN,SCHUYLER,NY,14891,CARGILL INC,CARGILL INC,212399
40.35989,-79.90506,NORTH AMERICAN REFRACTORIES CO WEST MIFFLIN PLANT,1001 PITTSBURGH-MCKEESPORT BLVD,WEST MIFFLIN,ALLEGHENY,PA,15122,NORTH AMERICAN REFRACTORIES CO,,212325
40.28816,-80.01668,CONSOL ENERGY INC RESEARCH & DEVELOPMENT,4000 BROWNSVILLE RD,SOUTH PARK,ALLEGHENY,PA,15129,NA,,212112
39.79547,-80.16442,CUMBERLAND COAL RESOURCES LP,855 KIRBY RD,WAYNESBURG,GREENE,PA,15370,FOUNDATION COAL HOLDINGS INC,,212112
39.86314,-80.21408,RAG EMERALD RESOURCES LP,158 PORTAL RD,WAYNESBURG,GREENE,PA,15370,RAG AMERICAN COAL HOLDINGS INC,,212112
39.974672,-80.420907,BAILEY/ENLOW FORK MINING COMPL EX,332 ENON CHURCH RD,WEST FINLEY,GREENE,PA,15377,CONSOL ENERGY INC,CONSOL ENERGY INC,212112
40.081368,-79.085048,ROX COAL - QUECREEK MINE,10310 SOMERSET PIKE,SOMERSET,SOMERSET,PA,15501,PBS COALS INC,PBS COALS INC,212111
40.10512,-79.14015,PBS COALS ROYTOWN MINE,631 HORNER RD,SOMERSET,SOMERSET,PA,15501,PBS COALS INC,PBS COALS INC,212111
39.99276,-79.08727,ROX COAL - KIMBERLY RUN MINE,1256 VILLAGE ROAD,SOMERSET,SOMERSET,PA,15501,PBS COALS INC,PBS COALS INC,212112
40.112898,-79.071763,ROX COALS - MILLER MINE,296 ACOSTA RD,ACOSTA,SOMERSET,PA,15520,ROX COAL INC,,212111
39.87834,-78.97213,PBS COALS STRIP COMPLEX (JOB 220),585 WALKER SCHOOL RD,BERLIN,SOMERSET,PA,15530,PBS COALS INC,,212111
40.17921,-79.09472,PBS COALS - SARAH MINE,1639 KLINES MILL RD,BOSWELL,SOMERSET,PA,15531,PBS COALS INC.,PBS COALS INC,212111
39.99693,-78.95403,PBS COALS - CAMBRIA PLANT,206 COAL ROAD,BERLIN,SOMERSET,PA,15530,PBS COALS INC,PBS COALS INC,212111
39.9837,-78.9462,HORNING DEEP MINE,340 HORSE TRACK ROAD,BERLIN,SOMERSET,PA,15530,ROX COAL INC,,212112
39.87651,-79.00242,PBS COALS - BLUE LICK #2 STRIP,1425 PINE HILL ROAD,GARRETT,SOMERSET,PA,15542,PBS COALS INC,,212111
40.120334,-79.036574,ROX COAL GERONIMO,5815 PENN AVE,STOYSTOWN,SOMERSET,PA,15563,ROX COAL INC,,212111
40.075278,-78.887778,PBS COALS INC LONGVIEW COAL MINE,839 STAUFFER RD,STOYSTOWN,SOMERSET,PA,15563,PBS COALS INC,,212111
40.08721,-78.93278,"COAL INNOVATIONS, LLC",329 YELLOW CREEK ROAD,STOYSTOWN,SOMERSET,PA,15563,NA,COAL INNOVATIONS LLC,212111
40.000399,-78.9513,PBS COALS - JOB 248 (TRENT/ZUBEK MINE),OFF TWP ROAD 695 (TRENT RD),STOYSTOWN,SOMERSET,PA,15563,SEVERSTAL NA INC,,212111
41.317222,-78.677778,ENERGY RESOURCES INC,SR 2003,KERSEY,ELK,PA,15846,MILL CREEK MINING CO,,212111
41.001667,-79.565,TDK COAL SALES INC,SR-68,MADISON TOWNSHIP,CLARION,PA,15824,ENERGY RESOURCES INC,,212111
40.07227,-78.81181,PBS COALS - SHADE CREEK PREPARATION PLANT,664 COOK RD,CENTRAL CITY,SOMERSET,PA,15926,PBS COALS INC,PBS COALS INC,212111
40.06233,-78.80244,ROX COAL - AGUSTUS MINE,1499 GAHAGEN ROAD,CENTRAL CITY,SOMERSET,PA,15926,ROX COAL INC,PBS COALS INC,212112
41.109722,-79.617778,C & K COAL CO SMP #16703006,STATE RTE 368,PERRY TOWNSHIP,CLARION,PA,16049,GRE ACQUISITION CO,,212111
41.089444,-79.635833,RFI ENERGY INC  SMP 16940103,STATE RT 368,PERRY TOWNSHIP,CLARION,PA,16049,NA,,212111
40.878056,-79.564722,TDK-KESCO,SR 268,ADRIAN,ARMSTRONG,PA,16210,ENERGY RESOURCES INC,,212111
41.003611,-78.299167,BRADFORD COAL CO REFUSE SITE,MCDOWELL RD (TR 321),BIGLER,CLEARFIELD,PA,16825,NA,,212111
40.983333,-78.180833,SWAMP POODLE OPERATION LARSON ENTERPRISES INC,LARSON RD,KYLERTOWN,CLEARFIELD,PA,16847,NA,,212111
40.129203,-77.383062,PENNSY SUPPLY INC PENN TWP FACILITY,20 PENNSY DR,NEWVILLE,CUMBERLAND,PA,17241,OLDCASTLE INC,OLDCASTLE INC,212312
41.842775,-76.053339,PENNSY SUPPLY INC LAWTON HMA PLANT,LN RD TOWNSHIP RD T-630,MONTROSE,SUSQUEHANNA,PA,18801,OLDCASTLE INC,OLDCASTLE INC,212319
39.71221,-75.53595,PRINCE MINERALS LLC,301 PIGEON POINT RD,NEW CASTLE,NEW CASTLE,DE,19720,PRINCE MINERALS LLC,PRINCE CORP,212299
39.532032,-79.006076,VINDEX ENERGY CORP JACKSON MOUNTAIN MINE,POTOMAC HOLLOW RD,BARTON,ALLEGANY,MD,21521,ARCH COAL INC.,ARCH COAL INC,212111
39.621508,-78.97243,VINDEX ENERGY CORP CARLOS MINE,MIDLOTHIAN RD,FROSTBURG,GARRETT,MD,21532,ARCH COAL INC.,ARCH COAL INC,212111
39.581111,-78.960278,LONACONING MINE 5,RTE 36,LONACONING,ALLEGANY,MD,21539,NA,,212111
39.681054,-78.973969,VINDEX ENERGY CORP CABIN RUN SURFACE MINE,18710 CABIN RUN RD SW,FROSTBURG,ALLEGANY,MD,21532,ARCH COAL INC,ARCH COAL INC,212111
39.26178,-79.42836,METTIKI COAL LLC,293 TABLE ROCK RD,OAKLAND,GARRETT,MD,21550,ALLIANCE COAL LLC,ALLIANCE COAL LLC,212112
39.436019,-79.213196,VINDEX ENERGY CORPORATION ISLAND MINE,1048 SHARPLESS MINE ROAD,SWANTON,GARRETT,MD,21561,INTERNATIONAL COAL GROUP INC,,212111
37.708435,-78.324127,"SOLITE, LLC",RT 652,ARVONIA,BUCKINGHAM,VA,23004,SOUTHERN CONCRETE PRODUCTS LLC,,212399
37.556457,-78.439086,KYANITE MINING CORP MULLITE PLANT,5836 BUFFALO ROAD,DILLWYN,BUCKINGHAM,VA,23936,DISTHENE GROUP INC,DISTHENE GROUP INC,212325
36.96652,-82.46802,TOM'S CREEK PREPARATION PLANT,TOM'S CREEK RD,COEBURN,WISE,VA,24230,EL PASO CORP,,212111
36.89043,-81.75727,PCS PHOSPHATE CO INC,END OF GOVERNMENT PLANT RD,SALTVILLE,SMYTH,VA,24370,POTASH CORP OF SASKATCHEWAN INC,,212392
37.160833,-81.981666,CONSOLIDATION COAL CO BUCHANAN MINE,RT 632,MAVISDALE,BUCHANAN,VA,24627,CONSOL ENERGY INC,,212112
37.166667,-82.014444,CONSOL ENERGY INC VP 8 MINE GARDEN PLANT,RT 624,OAKWOOD,BUCHANAN,VA,24631,CONSOL ENERGY INC,,212112
37.519463,-81.365418,HERNDON PROCESSING CO LLC KEYSTONE NO 2 PREP PLANT,WV RT 10,HERNDON,WYOMING,WV,24726,ALPHA NATURAL RESOURCES LLC,,212111
37.208333,-81.653611,AMONATE PREPARATION PLANT,STATE RT 16,VALLSCREEK,MCDOWELL,WV,24815,CONSOL ENERGY INC,,212112
37.415556,-81.451111,KEYSTONE PLANT # 1,RTE 52,KEYSTONE,MCDOWELL,WV,24852,BLUESTONE INDUSTRIES,,212111
37.57699,-81.5697,KEPLER PROCESSING CO POCAHONTAS NO 51 COAL PREP PLANT,RTE 97 W OF PINEVILLE,PINEVILLE,WYOMING,WV,24874,ALPHA NATURAL RESOURCES LLC,ALPHA NATURAL RESOURCES LLC,212111
37.54722,-81.49917,PINNACLE MINING CO LLC  - PINNACLE MINE,PINNACLE CREEK RD,PINEVILLE,WYOMING,WV,24874,SENECA COAL RESOURCES LLC,SENECA COAL RESOURCES LLC,212112
37.568452,-81.531601,"COVOL FUELS NO.4, LLC - PINNACLE PLANT",PINNACLE CREEK RD/ROUTE 16,PINEVILLE,WYOMING,WV,24874,HEADWATERS INC,,212111
38.38165,-81.11216,FOLA COAL CO LLC PREPARATION PLANT,300 FOLA RD,BICKMORE,CLAY,WV,25019,AMVEST CORP,,212111
38.38165,-81.11216,FOLA COAL CO LLC SURFACE MINES #1 2 & 3,300 FOLA RD,BICKMORE,CLAY,WV,25019,AMVEST CORP,,212111
38.379167,-81.071389,VANDALIA RESOURCES INC,COUNTY RTE 17,BICKMORE,CLAY,WV,25019,PITTSTON COAL CO,,212111
37.945441,-81.698048,POND FORK PREPARATION PLANT,WV RT 85 PO BOX 70,BOB WHITE,BOONE,WV,25028,BROOK TROUT COAL CO LLC,,212111
38.15041,-81.237912,APPALACHIAN FUELS LLC,US RT 60,BOOMER,FAYETTE,WV,25031,APPALACHIAN FUELS LLC,,212112
38.165,-81.47833,PANTHER LLC,WET BRANCH RD,DRYBRANCH,KANAWHA,WV,25061,NA,,212111
38.090833,-81.529166,REMINGTON LLC,RT 61 SLAUGHTER'S CREEK RD,OHLEY,KANAWHA,WV,25147,NA,,212111
38.113972,-81.849444,ERP ENVIRONMENTAL - BETH STATION PREP,US RT 119 S SHAFFER RD EXIT,MADISON,BOONE,WV,25130,ERP ENVIRONMENTAL,ERP ENVIRONMENTAL,212111
38.018656,-81.728728,OMAR MINING CO,ROBINSON CREEK RD,MADISON,BOONE,WV,25130,MASSEY ENERGY CO,,212112
38.018771,-81.7285,INDEPENDENCE COAL CO INC,RT 85 S ROBINSON CREEK RD,MADISON,BOONE,WV,25130,ALPHA NATURAL RESOURCES LLC,ALPHA NATURAL RESOURCES LLC,212112
37.918056,-81.746389,ENDURANCE MINING,HC 78  PO BOX 1802,MADISON,BOONE,WV,25130,INDEPENDENCE COAL CO,,212111
37.875888,-81.522872,GOALS COAL CO,COUNTY RTE 3 NEAR SUNDIAL,NAOMA,RALEIGH,WV,25140,MASSEY ENERGY CO,,212112
38.08285,-81.332612,MAPLE EAGLE LLC,1345 ELKRIDGE RD,POWELLTON,FAYETTE,WV,25161,NA,NA,212112
37.983356,-81.534022,ELK RUN COAL CO LLC,31754 COAL RIVER RD,SYLVESTER,BOONE,WV,25193,CONTURA ENERGY,CONTURA ENERGY,212112
37.92035,-81.60257,PROGRESS COAL CO,COUNTY RT 26 AT JAMES CREEK,BANDYTOWN,BOONE,WV,25204,INDEPENDENCE COAL CO INC,,212111
37.943657,-81.511721,MARFORK COAL CO,MARFORK RD RT 3/1,PETTUS,RALEIGH,WV,25209,MASSEY ENERGY CO,,212112
38.068336,-81.453936,PANTHER CREEK - SAMPLES,100 TOM'S FORK RD,ESKDALE,KANAWHA,WV,25075,BLACKHAWK MINING LLC,BLACKHAWK MINING LLC,212111
37.650062,-82.187343,RAWL SALES & PROCESSING CO,RT 49 S,LOBATA,MINGO,WV,25678,NA,,212111
37.673611,-81.371667,GRAVEFORK COAL HANDLING FACILITY,RT 54,HOTCHKISS,RALEIGH,WV,25920,NA,,212112
37.710796,-81.22805,AFFINITY PREPARATION PLANT & REFUSE AREA,111 AFFINITY COMPLEX RD,SOPHIA,RALEIGH,WV,25921,UNITED COAL CO,UNITED COAL CO,212112
37.62864,-81.2922,EAST GULF PREPARATION PLANT,RT 33 6001 COAL CITY RD,RHODELL,RALEIGH,WV,25915,UNITED COAL CO,UNITED COAL CO,212111
40.025827,-80.732591,SHOEMAKER MINE,RT 2,BENWOOD,MARSHALL,WV,26031,CONSOL ENERGY INC,,212112
39.970631,-80.549647,THE OHIO COUNTY COAL CO,RD#1,DALLAS,OHIO,WV,26036,NA,NA,212112
39.82446,-80.6035,THE MARSHALL COUNTY COAL CO,S.R.-2,MOUNDSVILLE,MARSHALL,WV,26041,NA,NA,212112
38.517778,-80.612778,BROOKS RUN COAL PREPARATION PLANT,61 MISSOURI RUN RD,ERBACON,WEBSTER,WV,26203,AMFIRE LLC,,212111
38.422222,-80.429443,ICG EASTERN LLC BIRCH RIVER MINE,RT 82 W,COWEN,WEBSTER,WV,26206,ARCH COAL INC,ARCH COAL INC,212111
38.4256,-80.0757,STAR BRIDGE PREPARATION PLANT,HC 58 BOX 200,MILL CREEK,RANDOLPH,WV,26280,UNITED COAL CO,UNITED COAL CO,212111
39.407368,-80.351329,THE HARRISON COUNTY COAL CO,PROSPECT VALLEY ROAD,SHINNSTON,HARRISON,WV,26431,NA,NA,212112
39.645035,-80.029947,PATRIOT MINING CO INC OSAGE MINE,1090 CHAPLIN RD,STAR CITY,MONONGALIA,WV,26504,ANKER GROUP INC,,212111
39.638611,-80.070556,PATRIOT MINING CO INC  DENTS RUN MINE,12 MILES SW OF OSAGE,STAR CITY,MONONGALIA,WV,26504,ANKER GROUP INC,,212111
39.63443,-80.031969,PATRIOT MINING CO INC  METZ MINE,12 MILES SW OF OSAGE,STAR CITY,MONONGALIA,WV,26504,ANKER GROUP INC,,212111
39.5875,-80.096944,PATRIOT MINING CO INC CROWN MINE,22 MILES NW OF EVERETTVILLE,STAR CITY,MONONGALIA,WV,26504,ANKER GROUP INC,,212111
39.703889,-79.981389,CRAFT RUN MINE FACILITY,1 MILE N OF MAIDSVILLE,MAIDSVILLE,MONONGALIA,WV,26507,NA,,212111
39.716667,-79.969444,MEPCO INC CROOKED RUN FACILITY,WV COUNTY RT 53,MAIDSVILLE,MONONGALIA,WV,26507,NA,,212111
39.706348,-80.000244,CRAWDAD PORTAL A FACILITY,1 MILE N OF MAIDSVILLE,MAIDSVILLE,MONONGALIA,WV,26507,NA,,212111
39.677779,-79.984696,HUMPHREY NO 7,RT 100,MAIDSVILLE,MONONGALIA,WV,26541,NA,LP MINERAL LLC,212111
39.671111,-80.055,PATRIOT MINING COMPANY INC GUSTON RUN SOUTH,STATE RT 7 NEAR CASSVILLE WV,CASSVILLE,MONONGALIA,WV,26527,ARCH COAL INC.,ARCH COAL INC,212111
39.470812,-79.673496,COASTAL COAL CO LLC ALBRIGHT PLANT,84 ALBRIGHT RD,KINGWOOD,PRESTON,WV,26537,COASTAL COAL CO  LLC,,212111
39.707929,-80.003381,CRAWDAD PORTAL B,2141 LAZZELLE UNION RD,MAIDSVILLE,MONONGALIA,WV,26541,NA,,212111
39.673056,-80.064167,PATRIOT MINING CO INC  GUSTON RUN MINE,US RTE 19,PURSGLOVE,MONONGALIA,WV,26546,ANKER GROUP INC,,212111
39.472179,-80.21513,DANA MINING CO INC MILL FALL RUN MINE,MILL FALL RUN RD,MONONGAH,MARION,WV,26554,NA,,212111
39.60383,-80.26562,LOVERIDGE MINE,COUNTY RD 17 2 MI. N OF FAIRVIEW,FAIRVIEW,MARION,WV,26570,CONSOL ENERGY INC,CONSOL ENERGY INC,212112
39.668919,-80.264397,FEDERAL #2 PREPARATION PLANT,COUNTY RD 17 RTE 1,FAIRVIEW,MONONGALIA,WV,26570,PATRIOT COAL CORP,PATRIOT COAL CORP,212111
39.584632,-80.362401,THE MARION COUNTY COAL CO,151 JOHNNY CAKE ROAD,MANNINGTON,MARION,WV,26585,NA,NA,212112
39.707778,-80.294444,BLACKSVILLE #2 MINE,RT 7 W,WANA,MONONGALIA,WV,26590,CONSOL ENERGY INC.,CONSOL ENERGY INC,212112
39.709735,-80.290525,THE MONONGALIA COUNTY COAL CO,99 SHAMROCK ROAD,WANA,MONONGALIA,WV,26590,NA,NA,212112
38.27865,-80.909001,PEERLESS EAGLE PLANT NO 1,CAMP FORK RD,SUMMERSVILLE,NICHOLAS,WV,26651,A T MASSEY COAL CO INC,,212111
38.301611,-81.001418,POWER MOUNTAIN COAL CO PREPARATION PLANT,2 JERRY FORK RD,DRENNEN,NICHOLAS,WV,26667,ALPHA NATURAL RESOURCES LLC,ALPHA NATURAL RESOURCES LLC,212111
38.101453,-80.695595,GREEN VALLEY COAL CO,RT 20,LEIVASY,NICHOLAS,WV,26676,NA,,212111
39.15077,-79.297863,BUFFALO COAL CO INC C-1,RT 90,BAYARD,GRANT,WV,26707,NA,,212111
39.213056,-79.317778,VINDEX ENERGY CORP A-34 PREP PLANT,RT 90,BAYARD,GRANT,WV,26707,INTERNATIONAL COAL GROUP INC,,212112
39.206187,-79.301119,VINDEX ENERGY CORP PREPARATION PLANT & REFUSE SITE,WV RT 42,MOUNT STORM,GRANT,WV,26739,INTERNATIONAL COAL GROUP INC,,212111
35.28035,-81.305933,FMC LITHIUM USA CORP,HWY 161,BESSEMER CITY,GASTON,NC,28016,LIVENT CORP,LIVENT CORP,212399
35.20324,-81.3882,OGLEBAY NORTON SPECIALTY MINERALS,1469 S BATTLEGROUND AVE,KINGS MOUNTAIN,CLEVELAND,NC,28086,OGLEBAY NORTON CO,,212399
34.99555,-80.49771,PRINCE MINERALS LLC,650 BROOME ST,MONROE,UNION,NC,28110,PRINCE MINERALS INC,PRINCE MINERALS INC,212299
35.90656,-82.06168,U S GYPSUM CO,722 ALTAPASS HWY,SPRUCE PINE,MITCHELL,NC,28777,USG CORP,USG CORP,212399
34.27704,-80.890955,KENNECOTT RIDGEWAY MINING CO,227 SUMMER RD,RIDGEWAY,FAIRFIELD,SC,29130,KENNECOTT MINERALS CO,,212221
33.88315,-81.17092,US SILICA CO,HWY 302 S,CAYCE-WEST COLUMBIA,LEXINGTON,SC,29171,US SILICA CO,,212322
32.758392,-81.8894,CARBO CERAMICS INC - MILLEN PLANT,3888 CLAYTON RD,MILLEN,JENKINS,GA,30442,CARBO CERAMICS INC,CARBO CERAMICS INC,212324
33.169217,-82.368215,US CERAMICS,1300 COMMERCE CONNECTOR,WRENS,JEFFERSON,GA,30833,U.S. CERAMICS LLC,US CERAMICS LLC,212325
33.33833,-81.95599,PQ CORP,2430 DOUG BARNARD PKY,AUGUSTA,RICHMOND,GA,30906,PQ CORP,,212399
32.819728,-83.36978,ENGELHARD KAOLIN CO GRIFFIN MINE,ASBURY CHURCH RD,DRY BRANCH,TWIGGS,GA,31020,ENGELHARD CORP,,212324
32.890393,-83.344945,ENGELHARD CORP GORDON PLANT,HWY 18 SPUR,GORDON,WILKINSON,GA,31031,ENGELHARD CORP,,212324
32.721119,-83.391453,NORD KAOLIN CO,US HWY 80,JEFFERSONVILLE,TWIGGS,GA,31044,NORD RESOURCES CORP,,212324
